"","country","iso2","iso3","year","indicator.id","sex","value","lo","hi","ind"
"1","Aruba","AW","ABW",2000,"NY.GDP.PCAP.PP.KD","a",37241.03125,NA,NA,"gdp"
"2","Aruba","AW","ABW",2001,"NY.GDP.PCAP.PP.KD","a",38123.34375,NA,NA,"gdp"
"3","Aruba","AW","ABW",2002,"NY.GDP.PCAP.PP.KD","a",37309.7890625,NA,NA,"gdp"
"4","Aruba","AW","ABW",2003,"NY.GDP.PCAP.PP.KD","a",37353.55859375,NA,NA,"gdp"
"5","Aruba","AW","ABW",2004,"NY.GDP.PCAP.PP.KD","a",39713.84765625,NA,NA,"gdp"
"6","Aruba","AW","ABW",2005,"NY.GDP.PCAP.PP.KD","a",39166.1328125,NA,NA,"gdp"
"7","Aruba","AW","ABW",2006,"NY.GDP.PCAP.PP.KD","a",39146.91015625,NA,NA,"gdp"
"8","Aruba","AW","ABW",2007,"NY.GDP.PCAP.PP.KD","a",39866.71484375,NA,NA,"gdp"
"9","Aruba","AW","ABW",2008,"NY.GDP.PCAP.PP.KD","a",40096.78125,NA,NA,"gdp"
"10","Aruba","AW","ABW",2009,"NY.GDP.PCAP.PP.KD","a",34978.0078125,NA,NA,"gdp"
"11","Aruba","AW","ABW",2010,"NY.GDP.PCAP.PP.KD","a",33639.39453125,NA,NA,"gdp"
"12","Aruba","AW","ABW",2011,"NY.GDP.PCAP.PP.KD","a",34446.85546875,NA,NA,"gdp"
"13","Aruba","AW","ABW",2012,"NY.GDP.PCAP.PP.KD","a",33815.109375,NA,NA,"gdp"
"14","Aruba","AW","ABW",2013,"NY.GDP.PCAP.PP.KD","a",35720.69921875,NA,NA,"gdp"
"15","Aruba","AW","ABW",2014,"NY.GDP.PCAP.PP.KD","a",35467.234375,NA,NA,"gdp"
"16","Aruba","AW","ABW",2015,"NY.GDP.PCAP.PP.KD","a",36490.5234375,NA,NA,"gdp"
"17","Aruba","AW","ABW",2016,"NY.GDP.PCAP.PP.KD","a",37043.69921875,NA,NA,"gdp"
"18","Aruba","AW","ABW",2017,"NY.GDP.PCAP.PP.KD","a",38865.1875,NA,NA,"gdp"
"19","Aruba","AW","ABW",2018,"NY.GDP.PCAP.PP.KD","a",40706.75,NA,NA,"gdp"
"20","Aruba","AW","ABW",2019,"NY.GDP.PCAP.PP.KD","a",40780.515625,NA,NA,"gdp"
"21","Aruba","AW","ABW",2020,"NY.GDP.PCAP.PP.KD","a",33155.2421875,NA,NA,"gdp"
"22","Aruba","AW","ABW",2021,"NY.GDP.PCAP.PP.KD","a",38866.33203125,NA,NA,"gdp"
"23","Afghanistan","AF","AFG",2000,"EG.CFT.ACCS.ZS","a",6.69999980926514,NA,NA,"fuel"
"24","Afghanistan","AF","AFG",2000,"M_Est_smk_curr_std","a",21.1000003814697,NA,NA,"smoking"
"25","Afghanistan","AF","AFG",2000,"M_Est_smk_curr_std","f",9.60000038146973,NA,NA,"smoking"
"26","Afghanistan","AF","AFG",2000,"M_Est_smk_curr_std","m",32.5999984741211,NA,NA,"smoking"
"27","Afghanistan","AF","AFG",2000,"MDG_0000000029","a",0.100000001490116,0.100000001490116,0.100000001490116,"hiv"
"28","Afghanistan","AF","AFG",2000,"NCD_GLUC_04","a",8.30000019073486,6.30000019073486,10.6999998092651,"diabetes"
"29","Afghanistan","AF","AFG",2000,"NCD_GLUC_04","f",8.5,5.69999980926514,11.8999996185303,"diabetes"
"30","Afghanistan","AF","AFG",2000,"NCD_GLUC_04","m",8.10000038146973,5.30000019073486,11.5,"diabetes"
"31","Afghanistan","AF","AFG",2000,"UHC_INDEX_REPORTED","a",22.6052799224854,NA,NA,"uhc"
"32","Afghanistan","AF","AFG",2001,"EG.CFT.ACCS.ZS","a",7.69999980926514,NA,NA,"fuel"
"33","Afghanistan","AF","AFG",2001,"MDG_0000000029","a",0.100000001490116,0.100000001490116,0.100000001490116,"hiv"
"34","Afghanistan","AF","AFG",2001,"NCD_GLUC_04","a",8.5,6.5,10.8999996185303,"diabetes"
"35","Afghanistan","AF","AFG",2001,"NCD_GLUC_04","f",8.69999980926514,5.90000009536743,12.1000003814697,"diabetes"
"36","Afghanistan","AF","AFG",2001,"NCD_GLUC_04","m",8.30000019073486,5.5,11.6999998092651,"diabetes"
"37","Afghanistan","AF","AFG",2001,"SN.ITK.DEFC.ZS","a",47.7999992370605,NA,NA,"undernutrition"
"38","Afghanistan","AF","AFG",2002,"EG.CFT.ACCS.ZS","a",8.80000019073486,NA,NA,"fuel"
"39","Afghanistan","AF","AFG",2002,"MDG_0000000029","a",0.100000001490116,0.100000001490116,0.100000001490116,"hiv"
"40","Afghanistan","AF","AFG",2002,"NCD_GLUC_04","a",8.80000019073486,6.80000019073486,11.1000003814697,"diabetes"
"41","Afghanistan","AF","AFG",2002,"NCD_GLUC_04","f",9,6.09999990463257,12.3000001907349,"diabetes"
"42","Afghanistan","AF","AFG",2002,"NCD_GLUC_04","m",8.60000038146973,5.69999980926514,11.8999996185303,"diabetes"
"43","Afghanistan","AF","AFG",2002,"NY.GDP.PCAP.PP.KD","a",1280.46313476562,NA,NA,"gdp"
"44","Afghanistan","AF","AFG",2002,"SH.XPD.CHEX.PP.CD","a",87.4650268554688,NA,NA,"healthexp"
"45","Afghanistan","AF","AFG",2002,"SN.ITK.DEFC.ZS","a",45.5999984741211,NA,NA,"undernutrition"
"46","Afghanistan","AF","AFG",2003,"EG.CFT.ACCS.ZS","a",10,NA,NA,"fuel"
"47","Afghanistan","AF","AFG",2003,"MDG_0000000029","a",0.100000001490116,0.100000001490116,0.100000001490116,"hiv"
"48","Afghanistan","AF","AFG",2003,"NCD_GLUC_04","a",9,7,11.3000001907349,"diabetes"
"49","Afghanistan","AF","AFG",2003,"NCD_GLUC_04","f",9.19999980926514,6.40000009536743,12.6000003814697,"diabetes"
"50","Afghanistan","AF","AFG",2003,"NCD_GLUC_04","m",8.80000019073486,6,12.1999998092651,"diabetes"
"51","Afghanistan","AF","AFG",2003,"NY.GDP.PCAP.PP.KD","a",1292.33349609375,NA,NA,"gdp"
"52","Afghanistan","AF","AFG",2003,"SH.XPD.CHEX.PP.CD","a",86.2293014526367,NA,NA,"healthexp"
"53","Afghanistan","AF","AFG",2003,"SN.ITK.DEFC.ZS","a",40.5999984741211,NA,NA,"undernutrition"
"54","Afghanistan","AF","AFG",2004,"EG.CFT.ACCS.ZS","a",11.1000003814697,NA,NA,"fuel"
"55","Afghanistan","AF","AFG",2004,"MDG_0000000029","a",0.100000001490116,0.100000001490116,0.100000001490116,"hiv"
"56","Afghanistan","AF","AFG",2004,"NCD_GLUC_04","a",9.30000019073486,7.19999980926514,11.6000003814697,"diabetes"
"57","Afghanistan","AF","AFG",2004,"NCD_GLUC_04","f",9.39999961853027,6.59999990463257,12.8999996185303,"diabetes"
"58","Afghanistan","AF","AFG",2004,"NCD_GLUC_04","m",9,6.19999980926514,12.3999996185303,"diabetes"
"59","Afghanistan","AF","AFG",2004,"NY.GDP.PCAP.PP.KD","a",1260.060546875,NA,NA,"gdp"
"60","Afghanistan","AF","AFG",2004,"SH.XPD.CHEX.PP.CD","a",93.9263000488281,NA,NA,"healthexp"
"61","Afghanistan","AF","AFG",2004,"SN.ITK.DEFC.ZS","a",38,NA,NA,"undernutrition"
"62","Afghanistan","AF","AFG",2005,"EG.CFT.ACCS.ZS","a",12.5,NA,NA,"fuel"
"63","Afghanistan","AF","AFG",2005,"M_Est_smk_curr_std","a",17.1000003814697,NA,NA,"smoking"
"64","Afghanistan","AF","AFG",2005,"M_Est_smk_curr_std","f",6.69999980926514,NA,NA,"smoking"
"65","Afghanistan","AF","AFG",2005,"M_Est_smk_curr_std","m",27.5,NA,NA,"smoking"
"66","Afghanistan","AF","AFG",2005,"MDG_0000000029","a",0.100000001490116,0.100000001490116,0.100000001490116,"hiv"
"67","Afghanistan","AF","AFG",2005,"NCD_GLUC_04","a",9.5,7.40000009536743,11.8999996185303,"diabetes"
"68","Afghanistan","AF","AFG",2005,"NCD_GLUC_04","f",9.69999980926514,6.69999980926514,13.1999998092651,"diabetes"
"69","Afghanistan","AF","AFG",2005,"NCD_GLUC_04","m",9.30000019073486,6.30000019073486,12.6999998092651,"diabetes"
"70","Afghanistan","AF","AFG",2005,"NY.GDP.PCAP.PP.KD","a",1352.32067871094,NA,NA,"gdp"
"71","Afghanistan","AF","AFG",2005,"SH.XPD.CHEX.PP.CD","a",105.835266113281,NA,NA,"healthexp"
"72","Afghanistan","AF","AFG",2005,"SN.ITK.DEFC.ZS","a",36.0999984741211,NA,NA,"undernutrition"
"73","Afghanistan","AF","AFG",2005,"UHC_INDEX_REPORTED","a",27.5126800537109,NA,NA,"uhc"
"74","Afghanistan","AF","AFG",2006,"EG.CFT.ACCS.ZS","a",13.8999996185303,NA,NA,"fuel"
"75","Afghanistan","AF","AFG",2006,"EN_LND_SLUM","a",63.5999984741211,NA,NA,NA
"76","Afghanistan","AF","AFG",2006,"MDG_0000000029","a",0.100000001490116,0.100000001490116,0.100000001490116,"hiv"
"77","Afghanistan","AF","AFG",2006,"NCD_GLUC_04","a",9.69999980926514,7.59999990463257,12.1999998092651,"diabetes"
"78","Afghanistan","AF","AFG",2006,"NCD_GLUC_04","f",9.89999961853027,6.90000009536743,13.6000003814697,"diabetes"
"79","Afghanistan","AF","AFG",2006,"NCD_GLUC_04","m",9.5,6.5,13,"diabetes"
"80","Afghanistan","AF","AFG",2006,"NY.GDP.PCAP.PP.KD","a",1366.9931640625,NA,NA,"gdp"
"81","Afghanistan","AF","AFG",2006,"SH.XPD.CHEX.PP.CD","a",118.180824279785,NA,NA,"healthexp"
"82","Afghanistan","AF","AFG",2006,"SN.ITK.DEFC.ZS","a",33.2999992370605,NA,NA,"undernutrition"
"83","Afghanistan","AF","AFG",2007,"EG.CFT.ACCS.ZS","a",15.3000001907349,NA,NA,"fuel"
"84","Afghanistan","AF","AFG",2007,"FINPROTECTION_CATA_TOT_10_POP","a",4.84000015258789,NA,NA,"hhexpend"
"85","Afghanistan","AF","AFG",2007,"MDG_0000000029","a",0.100000001490116,0.100000001490116,0.100000001490116,"hiv"
"86","Afghanistan","AF","AFG",2007,"NCD_GLUC_04","a",10,7.80000019073486,12.6000003814697,"diabetes"
"87","Afghanistan","AF","AFG",2007,"NCD_GLUC_04","f",10.1999998092651,7,14.1000003814697,"diabetes"
"88","Afghanistan","AF","AFG",2007,"NCD_GLUC_04","m",9.80000019073486,6.59999990463257,13.3999996185303,"diabetes"
"89","Afghanistan","AF","AFG",2007,"NY.GDP.PCAP.PP.KD","a",1528.34460449219,NA,NA,"gdp"
"90","Afghanistan","AF","AFG",2007,"per_allsp.cov_pop_tot","a",15.7331123352051,NA,NA,"socprot"
"91","Afghanistan","AF","AFG",2007,"SH.XPD.CHEX.PP.CD","a",112.130699157715,NA,NA,"healthexp"
"92","Afghanistan","AF","AFG",2007,"SN.ITK.DEFC.ZS","a",29.7999992370605,NA,NA,"undernutrition"
"93","Afghanistan","AF","AFG",2008,"EG.CFT.ACCS.ZS","a",16.7999992370605,NA,NA,"fuel"
"94","Afghanistan","AF","AFG",2008,"EN_LND_SLUM","a",63.5999984741211,NA,NA,NA
"95","Afghanistan","AF","AFG",2008,"MDG_0000000029","a",0.100000001490116,0.100000001490116,0.100000001490116,"hiv"
"96","Afghanistan","AF","AFG",2008,"NCD_GLUC_04","a",10.3000001907349,7.90000009536743,13,"diabetes"
"97","Afghanistan","AF","AFG",2008,"NCD_GLUC_04","f",10.5,7.09999990463257,14.6000003814697,"diabetes"
"98","Afghanistan","AF","AFG",2008,"NCD_GLUC_04","m",10,6.69999980926514,13.8999996185303,"diabetes"
"99","Afghanistan","AF","AFG",2008,"NY.GDP.PCAP.PP.KD","a",1556.84448242188,NA,NA,"gdp"
"100","Afghanistan","AF","AFG",2008,"SH.XPD.CHEX.PP.CD","a",137.572204589844,NA,NA,"healthexp"
"101","Afghanistan","AF","AFG",2008,"SN.ITK.DEFC.ZS","a",26.5,NA,NA,"undernutrition"
"102","Afghanistan","AF","AFG",2009,"EG.CFT.ACCS.ZS","a",18.2000007629395,NA,NA,"fuel"
"103","Afghanistan","AF","AFG",2009,"MDG_0000000029","a",0.100000001490116,0.100000001490116,0.100000001490116,"hiv"
"104","Afghanistan","AF","AFG",2009,"NCD_GLUC_04","a",10.5,8,13.3999996185303,"diabetes"
"105","Afghanistan","AF","AFG",2009,"NCD_GLUC_04","f",10.8000001907349,7.19999980926514,15.1999998092651,"diabetes"
"106","Afghanistan","AF","AFG",2009,"NCD_GLUC_04","m",10.3000001907349,6.80000019073486,14.5,"diabetes"
"107","Afghanistan","AF","AFG",2009,"NY.GDP.PCAP.PP.KD","a",1823.74255371094,NA,NA,"gdp"
"108","Afghanistan","AF","AFG",2009,"SH.XPD.CHEX.PP.CD","a",153.58186340332,NA,NA,"healthexp"
"109","Afghanistan","AF","AFG",2009,"SN.ITK.DEFC.ZS","a",23.2999992370605,NA,NA,"undernutrition"
"110","Afghanistan","AF","AFG",2010,"EG.CFT.ACCS.ZS","a",19.7000007629395,NA,NA,"fuel"
"111","Afghanistan","AF","AFG",2010,"EN_LND_SLUM","a",64.8076095581055,NA,NA,NA
"112","Afghanistan","AF","AFG",2010,"M_Est_smk_curr_std","a",14,NA,NA,"smoking"
"113","Afghanistan","AF","AFG",2010,"M_Est_smk_curr_std","f",4.59999990463257,NA,NA,"smoking"
"114","Afghanistan","AF","AFG",2010,"M_Est_smk_curr_std","m",23.3999996185303,NA,NA,"smoking"
"115","Afghanistan","AF","AFG",2010,"MDG_0000000029","a",0.100000001490116,0.100000001490116,0.100000001490116,"hiv"
"116","Afghanistan","AF","AFG",2010,"NCD_GLUC_04","a",10.8000001907349,8.10000038146973,14,"diabetes"
"117","Afghanistan","AF","AFG",2010,"NCD_GLUC_04","f",11.1000003814697,7.19999980926514,15.8000001907349,"diabetes"
"118","Afghanistan","AF","AFG",2010,"NCD_GLUC_04","m",10.5,6.80000019073486,15.1000003814697,"diabetes"
"119","Afghanistan","AF","AFG",2010,"NY.GDP.PCAP.PP.KD","a",2026.16381835938,NA,NA,"gdp"
"120","Afghanistan","AF","AFG",2010,"SH.XPD.CHEX.PP.CD","a",148.74479675293,NA,NA,"healthexp"
"121","Afghanistan","AF","AFG",2010,"SN.ITK.DEFC.ZS","a",21.2000007629395,NA,NA,"undernutrition"
"122","Afghanistan","AF","AFG",2010,"UHC_INDEX_REPORTED","a",29.4358406066895,NA,NA,"uhc"
"123","Afghanistan","AF","AFG",2011,"EG.CFT.ACCS.ZS","a",21.2999992370605,NA,NA,"fuel"
"124","Afghanistan","AF","AFG",2011,"MDG_0000000029","a",0.100000001490116,0.100000001490116,0.100000001490116,"hiv"
"125","Afghanistan","AF","AFG",2011,"NCD_GLUC_04","a",11.1000003814697,8.10000038146973,14.5,"diabetes"
"126","Afghanistan","AF","AFG",2011,"NCD_GLUC_04","f",11.3000001907349,7.19999980926514,16.5,"diabetes"
"127","Afghanistan","AF","AFG",2011,"NCD_GLUC_04","m",10.8000001907349,6.80000019073486,15.8000001907349,"diabetes"
"128","Afghanistan","AF","AFG",2011,"NY.GDP.PCAP.PP.KD","a",1961.09631347656,NA,NA,"gdp"
"129","Afghanistan","AF","AFG",2011,"per_allsp.cov_pop_tot","a",8.82058238983154,NA,NA,"socprot"
"130","Afghanistan","AF","AFG",2011,"SH.XPD.CHEX.PP.CD","a",147.339172363281,NA,NA,"healthexp"
